MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,Remodeled,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageArea,MSZoning,PavedDrive,Neighborhood,BldgType,HouseStyle,SalePrice
120,,6820,8,5,1985,0,1502,1,0,1,1,1,0,528,RL,Y,StoneBr,TwnhsE,1Story,212000
60,92.0,11952,7,6,1977,0,1969,0,0,2,1,3,1,534,RL,Y,NWAmes,1Fam,2Story,190000
180,35.0,3675,6,5,2005,0,1072,1,0,1,0,2,0,525,RM,Y,Edwards,TwnhsE,SLvl,148000
20,110.0,14977,8,5,2006,1,1976,1,0,2,0,2,1,908,RL,Y,NridgHt,1Fam,1Story,440000
120,41.0,5330,8,5,2000,0,1652,1,0,2,0,2,0,499,RL,Y,StoneBr,TwnhsE,1Story,251000
20,80.0,8480,5,6,1963,0,970,1,0,1,0,2,0,624,RL,Y,Sawyer,1Fam,1Story,132500
20,75.0,13125,6,5,1997,1,1493,1,0,2,0,3,1,508,RL,Y,CollgCr,1Fam,1Story,208900
60,105.0,13693,9,5,2006,0,2643,0,0,2,1,3,1,694,RL,Y,NridgHt,1Fam,2Story,380000
20,79.0,10637,8,5,2007,1,1718,1,0,2,0,3,1,826,RL,Y,CollgCr,1Fam,1Story,297000
30,50.0,5925,4,7,1937,1,1131,0,0,1,0,2,0,672,RM,Y,OldTown,1Fam,1Story,89471
20,98.0,16033,9,5,2004,1,1850,1,0,2,0,3,1,772,RL,Y,NridgHt,1Fam,1Story,326000
20,72.0,11846,9,5,2003,1,1792,1,0,2,0,2,1,874,RL,Y,NridgHt,1Fam,1Story,374000
70,50.0,2500,7,8,1915,1,1826,1,0,1,1,4,1,164,RM,Y,OldTown,1Fam,2Story,155000
120,32.0,4500,6,5,1998,0,1216,1,0,2,0,2,0,402,RM,Y,Mitchel,Twnhs,1Story,164000
20,,7758,5,7,1962,1,999,1,0,1,0,3,0,264,RL,Y,Sawyer,1Fam,1Story,132500
20,80.0,9600,5,7,1950,1,1113,0,0,1,0,3,1,264,RL,Y,NAmes,1Fam,1Story,147000
20,79.0,10289,5,7,1965,0,1073,1,0,1,1,3,0,515,RL,Y,NAmes,1Fam,1Story,156000
20,70.0,12243,5,6,1971,0,1484,0,0,2,0,3,1,487,RL,Y,NWAmes,1Fam,1Story,175000
190,60.0,10800,5,4,1900,1,2414,0,0,2,0,3,1,520,RL,N,OldTown,2fmCon,1.5Fin,160000
180,21.0,1526,4,8,1970,1,630,1,0,1,0,1,0,286,RM,Y,MeadowV,Twnhs,SFoyer,86000
160,,2665,5,6,1976,0,1304,0,0,1,1,3,1,336,RM,Y,MeadowV,TwnhsE,2Story,115000
50,79.0,9490,6,7,1941,1,1578,1,0,1,0,3,2,240,RL,Y,NAmes,1Fam,1.5Fin,133000
60,105.0,15578,6,5,2006,0,1456,0,0,2,1,3,0,429,RL,Y,Gilbert,1Fam,2Story,172785
20,70.0,7931,5,6,1960,0,1269,0,0,1,1,3,1,308,RL,Y,NAmes,1Fam,1Story,155000
30,50.0,5784,5,8,1938,1,886,0,0,1,0,2,0,273,RM,Y,OldTown,1Fam,1Story,91300
30,60.0,7879,4,5,1920,1,720,0,0,1,0,2,0,0,C (all),N,IDOTRR,1Fam,1Story,34900
20,,12692,8,5,1992,1,3228,1,0,3,0,4,1,546,RL,Y,NoRidge,1Fam,1Story,430000
50,60.0,9120,7,6,1925,1,1820,1,0,2,0,4,0,240,RL,N,BrkSide,1Fam,1.5Fin,184000
20,65.0,7800,5,7,1967,1,899,0,0,1,0,3,0,288,RL,Y,Sawyer,1Fam,1Story,130000
20,70.0,7535,5,7,1958,1,912,0,1,1,0,2,0,297,RL,Y,NAmes,1Fam,1Story,120000
160,21.0,1890,6,5,1973,0,1218,0,0,1,1,3,0,264,RM,Y,BrDale,Twnhs,2Story,113000
60,75.0,9803,7,5,2005,0,1768,0,0,2,1,3,0,603,FV,Y,Somerst,1Fam,2Story,226700
20,70.0,9170,5,7,1965,0,1214,1,0,1,0,2,0,461,RL,Y,Edwards,1Fam,1Story,140000
20,100.0,15602,7,8,1959,1,1801,1,0,2,0,1,2,484,RL,Y,Crawfor,1Fam,1Story,289000
160,24.0,2308,6,5,1974,0,1322,0,1,2,1,3,1,440,RL,Y,NPkVill,TwnhsE,2Story,147000
90,60.0,7596,5,5,1952,0,1960,0,0,2,0,4,0,400,RM,N,OldTown,Duplex,2Story,124500
60,80.0,9554,8,5,1993,1,1911,0,0,2,1,3,1,471,RL,Y,SawyerW,1Fam,2Story,215000
20,75.0,7862,6,5,2009,0,1218,0,0,2,0,2,0,676,FV,Y,Somerst,1Fam,1Story,208300
70,60.0,9600,7,9,1928,1,1378,0,0,2,0,3,1,360,RM,N,OldTown,1Fam,2Story,161000
20,80.0,9600,5,6,1959,0,1041,1,0,1,0,3,0,270,RL,Y,NAmes,1Fam,1Story,124500
20,75.0,14559,5,7,1951,1,1363,1,0,1,0,2,2,288,RL,Y,NAmes,1Fam,1Story,164900
120,40.0,6792,7,5,2005,1,1368,0,0,2,0,2,1,474,RL,Y,NridgHt,TwnhsE,1Story,202665
20,70.0,9100,5,5,1958,0,864,1,0,1,0,3,0,624,RL,Y,NAmes,1Fam,1Story,129900
20,71.0,9187,6,5,1983,0,1080,0,0,1,1,3,0,484,RL,Y,Mitchel,1Fam,1Story,134000
45,55.0,10594,5,5,1926,1,789,0,0,1,0,2,0,200,RL,Y,Crawfor,1Fam,1.5Unf,96500
20,94.0,12220,10,5,2009,0,2020,1,0,2,1,3,1,900,RL,Y,NridgHt,1Fam,1Story,402861
80,,10448,6,6,1972,0,2119,0,0,2,1,3,1,583,RL,Y,NWAmes,1Fam,SLvl,158000
60,79.0,10208,7,5,1996,1,2344,0,0,2,1,3,1,889,RL,Y,NoRidge,1Fam,2Story,265000
60,,9531,6,5,1998,0,1796,1,0,2,1,3,0,546,RL,Y,CollgCr,1Fam,2Story,211000
70,53.0,10918,7,9,1926,1,2080,0,0,1,1,3,2,282,RL,Y,Crawfor,1Fam,2Story,234000
190,60.0,10800,4,7,1900,1,1294,0,0,2,0,3,0,0,RL,N,OldTown,2fmCon,2Story,106250
20,90.0,11988,6,6,1957,0,1244,0,0,1,1,3,2,336,RL,Y,NAmes,1Fam,1Story,150000
50,50.0,5000,6,7,1947,1,1664,0,0,2,0,3,2,420,RM,Y,BrkSide,1Fam,1.5Fin,159000
60,130.0,40094,10,5,2007,1,4676,1,0,3,1,3,1,884,RL,Y,Edwards,1Fam,2Story,184750
60,95.0,11787,7,5,1996,1,2398,1,0,2,1,3,1,834,RL,Y,NoRidge,1Fam,2Story,315750
20,62.0,7500,7,5,2005,0,1266,0,0,2,0,3,1,453,FV,Y,Somerst,1Fam,1Story,176000
20,70.0,13300,5,7,1956,1,928,0,0,1,0,2,0,252,RL,Y,NAmes,1Fam,1Story,132000
60,67.0,14948,9,5,2008,0,2713,1,0,2,1,3,1,858,RL,Y,NridgHt,1Fam,2Story,446261
30,58.0,9098,4,7,1920,1,605,1,0,1,0,2,0,0,RL,N,Edwards,1Fam,1Story,86000
20,,32668,6,3,1957,1,2515,1,0,3,0,4,2,484,RL,Y,Crawfor,1Fam,1Story,200624
80,85.0,10200,6,5,1988,1,1509,1,0,2,0,3,1,600,RL,Y,Timber,1Fam,SLvl,175000
70,60.0,6155,6,8,1920,1,1362,0,0,2,0,3,0,502,RM,Y,BrkSide,1Fam,2Story,128000
20,60.0,7200,5,7,1955,1,827,0,0,1,0,2,1,392,RL,Y,NAmes,1Fam,1Story,107500
20,50.0,5000,1,3,1946,1,334,0,0,1,0,1,0,0,RL,N,BrkSide,1Fam,1Story,39300
60,74.0,9056,8,5,2004,0,1414,0,0,2,1,3,1,403,RL,Y,Gilbert,1Fam,2Story,178000
190,70.0,7000,5,7,1910,1,1347,1,0,1,0,3,0,0,RL,N,Edwards,2fmCon,2Story,107500
60,57.0,8924,7,5,1998,1,1724,0,0,2,1,3,0,527,RL,Y,CollgCr,1Fam,2Story,188000
20,,12735,4,5,1972,0,864,0,0,1,0,3,0,576,RL,Y,NAmes,1Fam,1Story,111250
20,,11553,5,5,1968,0,1159,0,0,1,1,3,1,336,RL,Y,Sawyer,1Fam,1Story,158000
20,,11423,8,5,2001,1,1601,1,0,2,0,3,1,670,RL,Y,CollgCr,1Fam,1Story,272000
20,85.0,14601,9,5,2006,0,1838,1,0,2,0,2,1,765,RL,Y,Timber,1Fam,1Story,315000
60,,11000,8,5,2000,0,2285,0,0,2,1,4,1,648,RL,Y,NoRidge,1Fam,2Story,248000
20,78.0,10140,7,5,1998,1,1680,1,0,2,0,3,1,583,RL,Y,NWAmes,1Fam,1Story,213250
120,34.0,4058,7,5,1998,0,767,1,0,1,0,1,0,367,RH,Y,NAmes,TwnhsE,SFoyer,133000
60,58.0,17104,7,5,2006,0,1496,1,0,2,1,3,1,426,RL,Y,Gilbert,1Fam,2Story,179665
50,,13837,7,5,1988,0,2183,0,0,2,1,4,0,786,RL,Y,NWAmes,1Fam,1.5Fin,229000
50,70.0,8737,6,7,1923,1,1635,0,0,1,1,3,1,440,RL,Y,BrkSide,1Fam,1.5Fin,210000
85,54.0,7244,5,7,1970,0,768,1,0,1,0,2,0,624,RL,Y,Mitchel,1Fam,SFoyer,129500
20,49.0,8235,5,7,1955,1,825,1,0,1,0,2,0,720,RM,Y,OldTown,1Fam,1Story,125000
60,75.0,9375,7,5,2003,1,2094,0,0,2,1,4,1,615,FV,Y,Somerst,1Fam,2Story,263000
120,53.0,4043,6,6,1977,0,1069,0,0,2,0,2,0,440,RL,Y,NPkVill,TwnhsE,1Story,140000
20,50.0,6000,5,6,1957,0,928,0,0,1,0,3,0,288,RM,Y,OldTown,1Fam,1Story,112500
20,87.0,11146,8,5,2006,0,1717,0,0,2,0,3,1,908,RL,Y,NridgHt,1Fam,1Story,255500
20,67.0,8777,4,5,1949,1,1126,0,0,2,0,2,0,520,RL,N,Edwards,1Fam,1Story,108000
60,85.0,10625,7,5,2003,1,2046,1,0,2,1,3,1,871,RL,Y,NridgHt,1Fam,2Story,284000
45,58.0,6380,5,6,1922,1,1048,0,0,1,0,2,1,280,RM,Y,BrkSide,1Fam,1.5Unf,113000
20,69.0,14850,5,5,1957,0,1092,1,0,1,0,2,1,299,RL,Y,NAmes,1Fam,1Story,141000
50,60.0,11040,4,6,1920,1,1336,0,0,1,1,3,0,570,C (all),Y,IDOTRR,1Fam,1.5Fin,108000
60,57.0,21872,7,5,1996,1,1446,0,1,2,1,3,1,406,RL,Y,Gilbert,1Fam,2Story,175000
120,,3196,7,5,2003,1,1557,0,0,2,0,2,1,420,RL,Y,Blmngtn,TwnhsE,1Story,234000
20,,11341,5,6,1957,1,1392,1,0,1,1,3,1,528,RL,Y,Sawyer,1Fam,1Story,121500
20,77.0,10010,5,5,1974,1,1389,1,0,1,0,2,1,418,RL,Y,Mitchel,1Fam,1Story,170000
30,63.0,13907,5,6,1940,1,996,1,0,1,0,3,1,0,RL,Y,Edwards,1Fam,1Story,108000
50,66.0,21780,6,7,1918,1,1674,0,0,2,0,4,1,396,RL,N,Edwards,1Fam,1.5Fin,185000
60,,13346,7,5,1992,1,2295,1,0,2,1,4,1,590,RL,Y,NoRidge,1Fam,2Story,268000
70,66.0,6858,6,4,1915,1,1647,1,0,1,1,4,0,216,RL,Y,SWISU,1Fam,2Story,128000
60,77.0,11198,9,5,2005,1,2504,0,0,2,1,4,1,656,RL,Y,StoneBr,1Fam,2Story,325000
20,70.0,10171,7,5,2004,0,1535,0,0,2,0,3,0,532,RL,Y,NridgHt,1Fam,1Story,214000
50,79.0,12327,8,8,1983,1,2132,1,0,1,1,1,1,612,RL,Y,SawyerW,1Fam,1.5Fin,316600
90,,7032,5,5,1979,0,943,1,0,1,0,2,2,600,RL,Y,NAmes,Duplex,SFoyer,135960
90,74.0,13101,5,5,1965,0,1728,0,0,2,0,6,0,576,RL,Y,NAmes,Duplex,1Story,142600
20,60.0,7332,6,6,1959,0,864,1,0,1,0,2,0,288,RL,Y,NAmes,1Fam,1Story,120000
60,83.0,13159,7,5,2009,0,1692,0,0,2,1,3,0,650,RL,Y,Timber,1Fam,2Story,224500
80,76.0,9967,7,5,2000,0,1430,0,0,2,1,3,1,400,RL,Y,Gilbert,1Fam,SLvl,170000
80,70.0,10500,5,7,1971,1,1109,0,1,1,0,3,0,288,RL,Y,NAmes,1Fam,SLvl,139000
50,80.0,8480,5,5,1947,1,1216,0,0,1,0,2,0,336,RL,Y,NAmes,1Fam,1.5Fin,118500
50,52.0,6292,7,7,1928,1,1477,0,1,2,0,3,1,216,RL,Y,SWISU,1Fam,1.5Fin,145000
80,96.0,11777,5,6,1966,0,1320,1,0,1,0,3,2,564,RL,Y,Sawyer,1Fam,SLvl,164500
160,34.0,3604,7,5,2007,0,1392,0,0,2,0,2,0,540,FV,Y,Somerst,TwnhsE,2Story,146000
50,81.0,12150,5,5,1954,0,1795,0,0,2,0,4,0,352,RM,Y,OldTown,1Fam,1.5Fin,131500
20,,14585,6,6,1960,1,1429,0,1,1,0,3,2,572,RL,Y,NAmes,1Fam,1Story,181900
20,98.0,12704,8,5,2008,1,2042,0,0,2,1,3,1,1390,RL,Y,NridgHt,1Fam,1Story,253293
90,81.0,11841,6,5,1990,0,816,1,0,1,0,3,0,0,RL,Y,Edwards,Duplex,SFoyer,118500
75,75.0,13500,10,9,1893,1,2775,0,0,3,1,3,1,880,RM,Y,OldTown,1Fam,2.5Unf,325000
50,51.0,6120,4,7,1935,1,1573,0,0,1,0,3,0,240,RM,Y,BrkSide,1Fam,1.5Fin,133000
20,88.0,11443,8,5,2005,1,2028,1,0,2,0,2,2,880,RL,Y,Timber,1Fam,1Story,369900
30,55.0,10267,6,7,1918,1,838,1,0,1,0,2,0,275,RL,N,BrkSide,1Fam,1Story,130000
85,74.0,8740,5,6,1982,0,860,1,0,1,0,2,0,528,RL,Y,Sawyer,1Fam,SFoyer,137000
20,65.0,25095,5,8,1968,1,1473,2,0,1,0,1,2,452,RL,Y,ClearCr,1Fam,1Story,143000
40,50.0,9100,5,6,1930,1,935,0,0,1,0,2,0,308,RM,P,BrkSide,1Fam,1Story,79500
60,64.0,8320,7,5,2004,0,1582,0,0,2,1,3,0,520,RL,Y,CollgCr,1Fam,2Story,185900
60,97.0,13478,10,5,2008,0,2296,1,0,2,1,3,1,842,RL,Y,NridgHt,1Fam,2Story,451950
20,60.0,6600,5,8,1982,1,816,1,0,1,0,2,0,816,RL,Y,Mitchel,1Fam,1Story,138000
120,,4435,6,5,2003,0,848,1,0,1,0,1,0,420,RM,Y,CollgCr,TwnhsE,1Story,140000
20,88.0,7990,5,6,1975,0,924,0,0,1,0,3,0,280,RL,Y,CollgCr,1Fam,1Story,110000
20,69.0,11302,8,5,2005,1,1826,1,0,2,0,3,1,758,RL,Y,StoneBr,1Fam,1Story,319000
70,60.0,3600,6,7,1910,1,1368,0,0,1,0,3,0,216,RM,N,OldTown,1Fam,2Story,114504
120,53.0,3922,7,5,2006,1,1402,0,2,0,2,2,1,648,RL,Y,Blmngtn,TwnhsE,1Story,194201
20,80.0,12984,5,6,1977,0,1647,1,0,2,0,3,1,621,RL,Y,Crawfor,1Fam,1Story,217500
160,24.0,1950,6,6,1980,0,1556,1,0,2,1,3,1,452,RM,Y,Blueste,Twnhs,2Story,151000
60,74.0,10927,8,5,2005,0,1904,1,0,2,1,3,1,736,RL,Y,NridgHt,1Fam,2Story,275000
50,50.0,9000,6,6,1937,1,1375,0,0,1,1,3,1,544,RM,P,IDOTRR,1Fam,1.5Fin,141000
60,80.0,10041,8,5,1992,0,1915,1,0,2,1,3,1,506,RL,Y,SawyerW,1Fam,2Story,220000
160,30.0,3182,7,5,2004,1,1200,0,0,2,1,2,0,480,FV,Y,Somerst,TwnhsE,2Story,151000
20,88.0,12803,7,5,2002,0,1494,1,0,2,0,3,1,530,RL,Y,CollgCr,1Fam,1Story,221000
60,85.0,13600,7,6,1965,1,1986,0,0,2,1,3,3,486,RL,Y,NAmes,1Fam,2Story,205000
20,82.0,12464,5,5,1996,0,1040,1,0,1,0,3,0,576,RL,Y,CollgCr,1Fam,1Story,152000
20,78.0,7800,5,8,1948,1,2008,1,0,3,0,3,0,230,RL,Y,Edwards,1Fam,2Story,225000
70,78.0,12168,8,6,1934,1,3194,0,0,2,1,4,2,380,RL,Y,Crawfor,1Fam,2Story,359100
20,61.0,7943,4,5,1961,0,1029,1,0,1,0,3,0,261,RL,Y,Sawyer,1Fam,1Story,118500
60,,11050,9,5,2000,0,2153,1,0,2,1,3,2,736,RL,Y,CollgCr,1Fam,2Story,313000
80,,10395,6,6,1978,0,1032,0,1,2,0,3,1,564,RL,Y,NWAmes,1Fam,SLvl,148000
60,,11885,8,5,2001,0,1872,1,0,2,1,3,1,531,RL,Y,CollgCr,1Fam,2Story,261500
20,70.0,8402,5,5,2007,0,1120,0,0,1,0,3,0,0,RL,Y,Mitchel,1Fam,1Story,147000
180,21.0,1491,4,6,1972,0,630,1,0,1,0,1,0,0,RM,Y,MeadowV,TwnhsE,SFoyer,75500
85,80.0,8800,6,7,1963,0,1054,1,0,1,0,3,0,480,RL,Y,NAmes,1Fam,SFoyer,137500
60,,7861,6,5,2002,1,1509,1,0,2,1,3,1,393,RL,Y,Gilbert,1Fam,2Story,183200
45,59.0,7227,6,6,1954,0,832,0,0,1,0,2,0,528,RL,Y,NAmes,1Fam,1.5Unf,105500
20,90.0,11694,9,5,2007,0,1828,0,0,2,0,3,1,774,RL,Y,NridgHt,1Fam,1Story,314813
60,85.0,12244,8,5,2003,0,2262,1,0,2,1,4,2,749,RL,Y,Timber,1Fam,2Story,305000
30,45.0,8248,3,3,1914,1,864,1,0,1,0,2,0,0,RL,N,Edwards,1Fam,1Story,67000
60,90.0,10800,6,7,1974,1,2614,0,0,2,1,4,1,624,RL,Y,NWAmes,1Fam,2Story,240000
20,71.0,7064,5,6,1977,0,980,0,0,1,0,3,0,484,RL,Y,Sawyer,1Fam,1Story,135000
160,,2117,6,5,2000,0,1512,0,0,2,1,2,1,440,FV,Y,Somerst,TwnhsE,2Story,168500
60,80.0,10400,6,5,1972,0,1790,1,0,1,2,4,1,484,RL,Y,NWAmes,1Fam,2Story,165150
20,87.0,10000,6,6,1962,0,1116,0,0,1,1,3,0,440,RL,Y,NAmes,1Fam,1Story,160000
20,,12342,5,5,1960,1,1422,0,0,1,0,3,1,286,RL,Y,NAmes,1Fam,1Story,139900
80,80.0,9600,6,6,1955,1,1520,1,0,1,0,3,2,364,RL,Y,NAmes,1Fam,SLvl,153000
60,70.0,11606,5,5,1969,0,2080,0,1,1,2,5,2,504,RL,Y,NAmes,1Fam,2Story,135000
80,82.0,9020,6,5,1964,0,1350,1,0,1,1,3,0,520,RL,Y,NAmes,1Fam,SLvl,168500
70,50.0,9000,5,6,1880,1,1750,0,0,1,0,3,0,240,RM,N,OldTown,1Fam,2Story,124000
120,34.0,4590,8,5,2006,0,1554,0,0,2,0,2,1,627,RL,Y,NridgHt,Twnhs,1Story,209500
20,85.0,11900,7,5,1977,0,1411,0,0,2,0,3,1,544,RL,Y,NWAmes,1Fam,1Story,82500
20,80.0,9250,5,7,1954,1,1056,0,1,1,0,3,0,260,RL,Y,NAmes,1Fam,1Story,139400
90,64.0,6979,6,5,1980,0,1056,2,0,0,0,0,0,576,RL,Y,OldTown,Duplex,SFoyer,144000
190,60.0,10896,6,7,1914,1,3395,0,0,2,0,8,0,0,RH,N,SWISU,2fmCon,2.5Fin,200000
30,51.0,6120,2,3,1936,1,800,0,0,1,0,1,1,0,RM,N,BrkSide,1Fam,1Story,60000
190,50.0,6000,5,4,1954,0,1387,0,0,2,0,3,0,256,RM,Y,OldTown,2fmCon,1.5Fin,93000
30,67.0,8777,5,7,1910,1,796,0,0,1,0,2,0,0,RL,P,Edwards,1Fam,1Story,85000
120,53.0,3982,8,5,2006,0,1567,1,0,2,0,1,1,648,RL,Y,Blmngtn,TwnhsE,1Story,264561
120,62.0,12677,8,5,2003,1,1518,0,0,1,1,1,1,588,RL,Y,NridgHt,TwnhsE,1Story,274000
60,,7050,7,5,2001,0,1929,1,0,2,1,3,1,650,FV,Y,Somerst,1Fam,2Story,226000
80,75.0,13860,8,7,1972,1,2704,1,0,2,1,4,3,538,RL,Y,NAmes,1Fam,SLvl,345000
60,80.0,10793,5,5,1969,0,1620,0,0,2,1,4,0,462,RL,Y,NWAmes,1Fam,2Story,152000
20,85.0,9187,9,5,2009,0,1766,1,0,2,1,2,1,478,FV,Y,Somerst,1Fam,1Story,370878
20,,10530,6,5,1971,0,981,1,0,1,1,3,0,576,RL,Y,NAmes,1Fam,1Story,143250
20,60.0,7200,5,5,1950,0,1048,0,0,1,0,3,0,420,RL,Y,NAmes,1Fam,1Story,98300
20,85.0,10452,6,5,1953,0,1094,0,0,1,0,3,2,495,RL,Y,Edwards,1Fam,1Story,155000
60,70.0,7700,6,5,1966,0,1839,0,0,1,1,4,1,442,RL,Y,NAmes,1Fam,2Story,155000
180,21.0,1936,4,6,1970,0,630,1,0,1,0,1,0,0,RM,Y,MeadowV,Twnhs,SFoyer,84500
60,65.0,8125,7,6,2007,0,1665,0,0,2,1,3,0,562,FV,Y,Somerst,1Fam,2Story,205950
70,60.0,9084,4,5,1940,1,1510,1,0,1,0,4,1,296,RL,P,Edwards,1Fam,2Story,108000
60,70.0,8750,7,5,1996,0,1716,0,0,2,1,2,1,512,RL,Y,CollgCr,1Fam,2Story,191000
50,60.0,10320,6,7,1906,1,1469,0,0,1,0,3,0,216,RM,Y,IDOTRR,1Fam,1.5Fin,135000
20,91.0,10437,8,6,1995,0,2113,1,0,2,1,2,1,839,RL,Y,NoRidge,1Fam,1Story,350000
160,21.0,1680,6,5,1971,0,1092,0,0,1,1,3,0,264,RM,Y,BrDale,Twnhs,2Story,88000
20,72.0,10007,5,7,1959,1,1053,1,0,1,1,3,0,312,RL,Y,NAmes,1Fam,1Story,145500
70,60.0,7200,7,6,1931,1,1502,0,0,1,1,3,1,270,RL,P,Crawfor,1Fam,2Story,149000
50,78.0,17503,6,5,1948,1,1458,0,1,1,0,3,1,330,RL,Y,NAmes,1Fam,1.5Fin,97500
20,75.0,9937,5,7,1964,1,1486,1,0,1,0,3,0,480,RL,Y,Edwards,1Fam,1Story,167000
60,,12384,7,7,1976,0,1935,0,0,2,1,3,1,550,RL,Y,NWAmes,1Fam,2Story,197900
60,52.0,46589,8,7,1994,1,2448,1,0,2,1,4,1,711,RL,Y,NoRidge,1Fam,2Story,402000
20,120.0,13560,6,3,1968,0,1392,1,0,1,0,2,2,576,RL,Y,NAmes,1Fam,1Story,110000
85,90.0,10012,4,5,1972,0,1181,1,0,2,0,3,0,588,RL,Y,Edwards,1Fam,SFoyer,137500
20,49.0,20896,8,5,2005,1,2097,1,0,1,1,1,1,1134,RL,Y,Somerst,1Fam,1Story,423000
60,106.0,11194,8,5,2000,0,1936,0,0,2,1,3,1,504,RL,Y,Gilbert,1Fam,2Story,230500
60,,18450,6,5,1965,1,2380,0,0,2,1,3,1,596,RL,Y,NAmes,1Fam,2Story,129000
20,65.0,8125,6,5,1994,1,1679,1,0,2,0,3,1,575,RL,Y,SawyerW,1Fam,1Story,193500
20,,14175,5,6,1956,1,1437,1,0,1,1,3,1,576,RL,Y,Sawyer,1Fam,1Story,168000
30,80.0,11600,4,5,1922,1,1180,0,0,1,0,2,1,252,RL,Y,Crawfor,1Fam,1Story,137500
60,64.0,8633,6,5,2005,0,1476,1,0,2,1,3,0,540,RL,Y,CollgCr,1Fam,2Story,173500
70,54.0,6629,6,6,1925,1,1369,1,0,2,0,3,0,300,RH,Y,Edwards,1Fam,2Story,103600
20,,11250,6,6,1977,0,1208,1,0,1,1,3,1,546,RL,Y,Veenker,1Fam,1Story,165000
20,110.0,14442,6,7,1957,1,1839,1,0,2,0,3,2,416,RL,Y,Crawfor,1Fam,1Story,257500
20,80.0,9200,6,6,1965,0,1136,1,0,1,0,3,1,384,RL,Y,NAmes,1Fam,1Story,140000
160,24.0,2289,6,6,1978,0,1441,0,0,2,1,3,1,440,RL,Y,NPkVill,Twnhs,2Story,148500
70,60.0,9600,4,2,1900,1,1774,1,0,2,0,4,0,779,RM,N,OldTown,1Fam,2Story,87000
30,52.0,9022,5,8,1924,1,792,0,0,1,0,2,0,240,RL,N,OldTown,1Fam,1Story,109500
20,80.0,11844,8,5,2008,0,2046,0,0,2,1,3,1,834,RL,Y,StoneBr,1Fam,1Story,372500
20,,9945,5,5,1961,0,988,1,0,1,0,3,0,572,RL,Y,Sawyer,1Fam,1Story,128500
120,50.0,8012,6,5,1980,0,923,0,0,2,0,2,1,264,RL,Y,SawyerW,TwnhsE,1Story,143000
50,55.0,4500,5,5,1932,1,1520,0,0,1,0,3,0,281,RH,Y,SWISU,1Fam,1.5Fin,159434
120,,2887,6,5,1996,1,1291,1,0,1,0,2,1,431,RL,Y,ClearCr,1Fam,1Story,173000
20,90.0,11248,9,5,2002,0,1668,1,0,2,0,3,1,702,RL,Y,CollgCr,1Fam,1Story,285000
60,58.0,16770,7,5,1998,0,1839,0,0,2,1,4,0,486,RL,Y,NoRidge,1Fam,2Story,221000
160,,5062,7,5,1984,0,2090,1,0,2,0,3,1,577,RL,Y,StoneBr,TwnhsE,2Story,207500
60,84.0,10207,7,6,2007,0,1761,0,0,3,0,3,0,578,FV,Y,Somerst,1Fam,2Story,227875
160,,5105,7,5,2004,0,1102,0,0,2,1,2,0,480,FV,Y,Somerst,TwnhsE,2Story,148800
20,60.0,8089,8,6,2007,0,1419,1,0,2,0,2,1,567,RL,Y,StoneBr,1Fam,1Story,392000
120,61.0,7577,6,5,2005,1,1362,0,0,2,0,2,1,460,RL,Y,NridgHt,TwnhsE,1Story,194700
120,,4426,6,5,2004,0,848,1,0,1,0,1,1,420,RM,Y,CollgCr,TwnhsE,1Story,141000
60,104.0,21535,10,6,1994,1,4316,0,1,3,1,4,2,832,RL,Y,NoRidge,1Fam,2Story,755000
60,42.0,26178,7,5,1989,1,2519,1,0,2,1,4,2,628,RL,Y,Timber,1Fam,2Story,335000
30,60.0,5400,5,6,1921,1,1073,0,0,1,0,2,0,326,RL,Y,OldTown,1Fam,1Story,108480
50,51.0,6120,5,6,1936,1,1539,0,0,1,1,3,0,576,RM,Y,BrkSide,1Fam,1.5Fin,141500
20,54.0,13811,6,6,1987,0,1137,1,0,2,0,2,1,551,RL,Y,Timber,1Fam,1Story,176000
30,50.0,6000,5,7,1921,1,616,0,0,1,0,2,0,205,RM,Y,BrkSide,1Fam,1Story,89000
20,57.0,6420,5,7,1952,0,1148,0,1,1,0,2,0,308,RL,Y,Edwards,1Fam,1Story,123500
20,65.0,8450,5,8,1965,1,894,1,0,1,0,3,1,336,RL,Y,Sawyer,1Fam,1Story,138500
120,59.0,4282,7,5,2004,0,1391,0,0,2,0,2,0,530,FV,Y,Somerst,TwnhsE,1Story,196000
20,85.0,14331,8,5,2002,0,1800,1,0,2,0,3,1,765,RL,Y,Timber,1Fam,1Story,312500
20,80.0,9600,7,5,1969,0,1164,0,0,1,1,3,0,528,RL,Y,NWAmes,1Fam,1Story,140000
60,82.0,12438,8,5,2006,0,2576,0,0,2,1,4,1,666,RL,Y,StoneBr,1Fam,2Story,361919
190,76.0,7630,5,9,1900,1,1812,0,0,2,0,4,1,672,RM,N,OldTown,2fmCon,2Story,140000
20,70.0,8400,7,5,2004,1,1484,1,0,2,0,3,0,606,RL,Y,CollgCr,1Fam,1Story,213000
190,70.0,5600,4,5,1930,1,1092,0,0,2,0,3,0,0,RM,N,IDOTRR,2fmCon,2Story,55000
